gbifID,decimalLatitude,decimalLongitude
2235489998,40.064644,-75.226433
2235469466,40.11639,-75.307027
2028514557,40.606835,-75.37881
2028514417,40.602889,-75.377872
2013117427,40.405,-75.711
2013117261,40.405,-75.711
2013117146,40.405,-75.71
2013116875,40.405,-75.711
2013116874,40.405039,-75.713364
2013116847,40.405039,-75.713364
2013116707,40.45,-75.711
2005354025,37.562304,126.988334
1993780493,37.560997,126.963525
1993780122,37.737273,127.055471
1993779964,37.80788,127.059318
1993779176,37.73676,127.053792
1993776014,37.738064,127.056681
1993775787,37.73608,127.050125
1993775492,37.73832,127.053245
1993775364,37.744617,127.056236
1993775278,37.744962,127.056389
1993774375,37.553759,126.98097
1993774374,37.738098,127.033682
1993708751,40.046292,-75.196774
1993707036,37.736972,127.053725
1993706250,37.548447,127.03916
1990622713,38.012575,114.442715
1990527507,32.072551,114.214928
1990514234,40.554597,-76.114992
1986532401,40.502619,-76.261196
1986504043,39.70765,119.166625
1978834605,40.674181,-75.249287
1978421274,40.209978,-75.279512
1978421273,40.209975,-75.279229
1978419821,40.20995,-75.279395
1978419604,40.207505,-75.279675
1978418362,40.209975,-75.27973
1978418089,40.20998,-75.279409
1978418087,40.107626,-76.310515
1978417338,40.209885,-75.279451
1978416950,40.209983,-75.279719
1978416586,40.209892,-75.279418
1950020365,40.444579,-75.457822
1950020150,40.44773,-75.457394
1950019998,40.446362,-75.458016
1950019973,40.446996,-75.458128
1950001248,40.413601,-75.671944
1948767100,40.430334,-75.263807
1946198455,32.056461,118.885925
1945465879,35.827,128.763
1945443870,40.493013,-75.81623
1944401947,40.38123,-76.057615
1944389504,37.459917,128.143182
1944389491,37.459917,128.143182
1944389484,37.459917,128.143182
1944389458,37.459917,128.143182
1944389457,37.459917,128.143182
1944389454,37.491757,127.98493
1944389444,37.491757,127.98493
1944389440,37.459917,128.143182
1944389432,37.491757,127.98493
1944389428,37.491757,127.98493
1944389424,37.491757,127.98493
1944389422,37.491757,127.98493
1944389417,37.491757,127.98493
1944389410,37.459917,128.143182
1944389390,37.459917,128.143182
1944389385,37.491757,127.98493
1944389381,37.459917,128.143182
1944389371,37.459917,128.143182
1944389360,37.491757,127.98493
1944389357,37.459917,128.143182
1944389344,37.491757,127.98493
1944389210,37.491757,127.98493
1944389135,37.491757,127.98493
1944389133,37.491757,127.98493
1944389127,37.491757,127.98493
1944389124,37.459917,128.143182
1944389119,37.491757,127.98493
1944389118,37.459917,128.143182
1944389115,37.491757,127.98493
1944389101,37.491757,127.98493
1944389073,37.459917,128.143182
1944389070,37.491757,127.98493
1944161784,40.4139,-75.6728
1944040926,40.4139,-75.6728
1941300959,40.4139,-75.6728
1935591800,40.039173,-75.482688
1933599823,39.824081,-75.674347
1933595036,40.60817,-75.37307
1933586013,36.778609,126.471218
1933569436,36.77959,126.470927
1933569409,36.779176,126.470641
1933569374,36.77958,126.470926
1933562594,36.480908,126.640497
1932352841,40.689577,-75.855922
1932350524,37.652374,115.646855
1932348379,40.511071,-76.099695
1932347008,40.560183,-76.058943
1932346481,40.560321,-76.058704
1932343058,40.393863,-75.239953
1932338188,36.77958,126.470948
1932336027,40.457325,-75.728172
1932326057,40.368532,-75.242741
1932322944,38.124616,128.628045
1932318021,40.108334,-75.121712
1931516747,40.526818,-76.224513
1931515917,40.090295,-75.224946
1931496734,39.987934,116.209216
1931494059,40.200346,-75.26052
1931480205,36.777841,126.443357
1920846642,40.370346,-76.077023
1920832416,40.101167,-75.242128
1920830846,40.307679,-75.178397
1920828654,40.416744,-76.102091
1920828582,40.415662,-76.096887
1920828519,40.416121,-76.093176
1920828484,40.416142,-76.094184
1920823685,40.313874,-76.016494
1920820994,40.108334,-75.121712
1920818386,40.687318,-75.213892
1920811598,40.605075,-75.626624
1920799908,40.102342,-76.078914
1914364755,40.141818,-75.650012
1914363584,40.088704,-75.39482
1914359049,40.039182,-75.482643
1914351077,40.511082,-76.099736
1914350763,40.370445,-76.077087
1914350420,40.384225,-76.069356
1914350326,40.381467,-76.062195
1914338887,40.19829,-75.79314
1914337053,40.565828,-75.522972
1914335255,40.39101,-75.920596
1914335111,40.580514,-75.728938
1914332600,40.57473,-75.557922
1914329262,39.955196,-75.186339
1914328913,40.274643,-75.455132
1914328657,40.500244,-75.704445
1914249217,41.229141,-75.457726
1914247434,39.997182,-75.666049
1914243893,39.933334,-75.832039
1914240661,40.111989,-75.591055
1914237432,36.741817,126.586807
